study_hours,sleep_hours,social_hours,physical_activity,gpa,academic_pressure,gender,age,financial_stress,study_satisfaction,peer_competition,relationship_stress,sleep_problems,irritability
6.8,8.7,0.4,1.9,3.5,High,Female,26.0,2.0,1.0,1,1,1,3
8.1,7.6,2.1,6.6,3.11,Moderate,Male,20.0,5.0,1.0,2,4,3,4
9.45,8.6,0.7,5.3,3.29,Moderate,Female,24.0,2.0,4.0,2,5,4,2
7.35,8.4,3.1,4.0,2.92,Moderate,Male,18.0,1.0,2.0,4,2,1,1
6.65,5.0,4.7,1.5,3.45,High,Female,29.0,1.0,4.0,2,3,2,2
7.2,8.8,1.0,2.9,3.11,Moderate,Female,21.0,4.0,5.0,3,4,4,4
9.85,9.3,0.3,2.7,2.96,Moderate,Male,32.0,2.0,4.0,1,2,1,2
6.5,6.2,4.9,6.3,3.01,Low,Male,22.0,4.0,3.0,1,1,4,2
8.85,5.0,1.8,7.2,2.85,High,Male,29.0,4.0,3.0,1,4,2,2
2.65,7.8,1.7,8.5,2.64,Low,Male,22.0,2.0,3.0,2,5,2,3
3.55,9.4,5.4,0.6,2.65,Moderate,Male,19.0,2.0,2.0,1,1,3,1
7.75,5.3,1.8,7.6,2.81,High,Male,28.0,1.0,1.0,1,1,3,1
3.25,5.8,4.7,5.7,3.04,High,Male,24.0,4.0,4.0,1,1,5,2
4.8,9.5,1.1,7.5,2.66,Low,Male,29.0,4.0,1.0,5,5,1,4
5.55,5.4,5.7,1.6,3.48,High,Male,22.0,4.0,1.0,1,1,3,2
5.9,5.1,3.1,6.6,2.79,High,Male,24.0,4.0,1.0,3,1,1,2
9.4,9.5,1.6,0.4,3.29,High,Female,23.0,3.0,1.0,3,4,4,2
6.7,6.9,2.4,7.1,3.0,Moderate,Female,32.0,2.0,2.0,3,3,3,3
8.35,8.5,1.0,6.2,3.16,Moderate,Female,24.0,5.0,1.0,2,3,3,2
5.0,8.2,0.6,3.2,2.96,High,Male,29.0,2.0,1.0,4,1,4,3
6.85,6.9,2.5,6.6,3.08,Moderate,Male,27.0,5.0,3.0,1,2,2,2
7.45,9.7,0.8,6.0,2.86,Low,Male,18.0,3.0,4.0,3,2,3,2
9.4,9.9,1.9,3.0,3.19,High,Female,20.0,2.0,2.0,2,2,4,4
6.05,5.7,5.6,3.8,3.45,High,Male,24.0,5.0,4.0,1,3,3,4
4.8,8.1,2.3,0.5,3.4,High,Male,34.0,4.0,2.0,1,1,3,4
9.3,6.8,0.9,7.2,2.88,Moderate,Male,18.0,2.0,1.0,2,5,4,4
6.5,6.9,0.8,5.0,3.08,Moderate,Female,22.0,3.0,1.0,1,3,2,3
5.25,8.0,4.2,2.7,2.83,Moderate,Male,28.0,1.0,3.0,2,2,3,5
7.4,6.0,2.8,5.1,2.92,Moderate,Male,30.0,3.0,3.0,2,4,1,1
8.75,6.7,4.1,4.2,2.92,Low,Male,34.0,2.0,1.0,2,2,2,2
8.55,6.6,0.3,9.2,2.49,Low,Male,31.0,4.0,1.0,4,1,5,5
4.95,5.7,1.8,9.3,3.15,High,Female,31.0,1.0,2.0,2,2,3,1
8.7,5.0,2.9,7.1,2.74,High,Male,27.0,5.0,4.0,1,1,5,5
10.3,9.8,0.8,3.2,3.29,High,Female,18.0,1.0,3.0,2,2,2,1
6.35,9.4,2.0,1.7,3.03,High,Male,19.0,2.0,1.0,2,3,5,2
4.9,6.6,2.2,5.7,2.9,Low,Male,33.0,1.0,5.0,1,1,2,2
7.4,9.8,3.0,1.0,3.51,High,Male,26.0,2.0,2.0,2,5,3,3
3.6,7.3,1.4,9.1,2.83,Low,Female,29.0,4.0,3.0,1,4,5,1
8.85,7.1,1.5,3.0,3.29,High,Male,23.0,3.0,2.0,4,3,2,3
4.2,9.5,3.2,2.5,3.22,Moderate,Male,32.0,2.0,1.0,5,1,2,2
4.4,6.7,2.3,3.0,3.24,High,Female,33.0,4.0,5.0,3,1,1,1
8.5,8.1,2.3,0.8,3.55,High,Female,34.0,5.0,3.0,1,1,3,4
9.5,7.0,0.2,4.4,3.68,High,Male,18.0,5.0,3.0,2,1,1,3
8.15,6.8,3.8,3.1,2.91,Moderate,Male,24.0,1.0,3.0,2,1,2,1
6.95,7.7,1.2,6.2,3.09,Low,Female,33.0,4.0,3.0,3,3,3,3
6.2,9.8,4.2,1.7,2.94,Moderate,Female,23.0,1.0,5.0,1,2,2,2
10.9,7.4,4.6,0.5,3.84,High,Female,20.0,2.0,3.0,3,2,3,1
7.15,5.6,1.2,9.1,2.99,High,Female,24.0,5.0,2.0,2,2,5,1
2.5,9.9,1.5,7.4,2.94,Low,Female,33.0,2.0,2.0,3,3,3,3
9.9,8.6,3.6,3.4,3.26,Moderate,Male,24.0,5.0,1.0,2,1,3,5
10.35,9.9,1.3,1.0,3.55,High,Female,29.0,3.0,1.0,1,2,1,4
7.65,5.6,2.0,7.5,2.53,High,Male,29.0,3.0,3.0,3,2,2,3
5.05,7.0,2.6,2.9,3.28,High,Male,26.0,2.0,2.0,1,1,2,2
5.65,8.9,4.6,0.8,3.58,High,Male,19.0,5.0,1.0,5,5,3,4
3.95,5.8,4.2,6.4,3.32,High,Female,25.0,4.0,4.0,2,2,4,3
4.5,5.2,1.9,10.1,3.01,High,Male,19.0,5.0,4.0,5,3,4,3
5.4,8.3,2.0,2.5,3.18,Moderate,Female,26.0,4.0,5.0,3,2,3,2
5.15,8.6,0.7,8.2,3.1,Moderate,Female,33.0,1.0,2.0,2,3,3,1
3.75,7.8,3.6,4.0,2.9,Moderate,Male,18.0,2.0,4.0,1,1,1,2
7.55,8.6,3.1,0.3,2.99,High,Male,33.0,2.0,1.0,2,3,3,2
6.9,6.0,4.0,2.8,3.59,High,Female,27.0,1.0,4.0,4,2,4,4
9.2,6.7,3.1,4.7,3.44,Moderate,Male,30.0,4.0,4.0,2,1,2,4
8.5,5.9,0.5,8.4,3.28,High,Male,34.0,4.0,3.0,1,2,1,1
7.6,7.8,2.1,5.8,2.93,Moderate,Male,18.0,3.0,2.0,1,2,1,4
10.35,7.5,1.0,2.1,3.04,High,Female,26.0,2.0,1.0,5,3,1,2
7.8,7.8,4.4,2.2,3.38,High,Female,28.0,2.0,5.0,1,2,3,3
9.7,9.9,3.1,3.3,2.84,Moderate,Male,18.0,3.0,1.0,2,3,1,4
5.2,5.4,0.6,8.9,3.23,High,Male,25.0,2.0,1.0,1,3,2,2
7.6,6.0,3.0,4.8,3.18,High,Female,20.0,5.0,1.0,1,1,2,3
8.1,9.2,0.7,8.7,2.82,Low,Male,24.0,4.0,3.0,5,3,2,3
6.1,9.2,1.6,6.2,2.68,Low,Male,20.0,4.0,3.0,3,2,3,3
3.6,7.9,2.0,4.6,3.06,Moderate,Male,23.0,2.0,4.0,2,3,3,3
6.8,6.8,0.6,9.6,3.31,Moderate,Female,27.0,3.0,2.0,4,3,1,1
3.7,7.3,2.9,4.9,3.12,Moderate,Female,19.0,1.0,2.0,2,2,3,1
6.9,6.6,5.5,2.0,3.32,High,Female,33.0,5.0,3.0,3,2,1,1
7.3,7.7,1.1,3.2,3.3,High,Female,21.0,5.0,4.0,3,1,4,5
8.35,7.8,3.1,3.0,2.98,Moderate,Female,27.0,1.0,5.0,1,1,3,1
5.0,8.4,5.6,1.7,3.28,Moderate,Male,19.0,4.0,5.0,1,2,1,4
8.45,7.9,4.6,3.1,3.38,Moderate,Female,34.0,2.0,3.0,1,4,2,2
4.1,8.1,0.5,3.6,3.18,High,Female,28.0,1.0,5.0,2,2,2,2
3.25,9.5,4.6,2.6,2.74,Moderate,Female,20.0,3.0,5.0,2,2,2,4
7.45,7.4,1.4,6.3,3.1,Low,Female,31.0,1.0,2.0,1,4,3,3
10.05,6.6,2.8,6.3,3.14,High,Female,20.0,5.0,3.0,3,3,3,2
6.0,7.1,3.4,4.4,2.84,Moderate,Male,30.0,2.0,3.0,2,3,1,3
7.55,7.2,4.9,6.7,2.94,Low,Female,19.0,2.0,1.0,3,3,3,5
7.45,5.7,5.6,2.5,3.05,High,Female,21.0,3.0,2.0,3,2,2,1
9.9,8.4,1.1,1.9,3.3,High,Male,29.0,5.0,5.0,3,1,2,1
8.85,8.8,5.3,0.4,3.05,Moderate,Male,32.0,4.0,1.0,4,3,1,1
7.0,8.7,0.4,5.7,2.6,Moderate,Male,29.0,2.0,2.0,1,3,1,3
7.25,8.2,3.9,1.5,2.82,Moderate,Male,34.0,5.0,3.0,4,4,3,3
10.95,9.0,1.6,2.0,3.44,High,Female,33.0,5.0,2.0,3,1,3,5
4.85,6.6,4.5,2.3,3.5,High,Male,30.0,3.0,4.0,3,2,1,1
4.5,7.2,4.5,2.9,3.0,Moderate,Female,28.0,5.0,4.0,3,3,3,3
5.9,7.0,0.3,9.5,2.49,Low,Male,28.0,1.0,3.0,2,3,5,5
9.95,5.8,3.6,3.2,3.01,High,Female,31.0,1.0,2.0,1,1,2,5
7.75,7.5,0.0,6.4,3.63,High,Male,29.0,4.0,4.0,1,1,1,1
5.25,5.2,2.2,5.5,3.26,High,Male,29.0,1.0,3.0,2,2,2,5
6.25,8.6,2.5,1.8,3.19,Moderate,Male,19.0,4.0,1.0,3,1,2,3
10.0,7.3,2.0,2.2,3.43,High,Male,22.0,5.0,4.0,4,3,4,4
6.25,9.3,2.8,3.1,3.26,High,Male,33.0,3.0,4.0,1,2,2,3
7.65,7.1,5.3,4.1,2.9,Low,Female,24.0,5.0,2.0,2,4,4,2
7.9,9.9,3.1,3.0,3.07,Moderate,Female,19.0,5.0,5.0,3,1,3,1
9.25,9.3,1.8,4.5,2.92,Moderate,Female,22.0,3.0,4.0,1,1,2,1
5.25,7.4,1.4,5.6,2.93,Moderate,Male,30.0,1.0,5.0,5,1,4,5
6.9,9.7,2.1,5.1,2.87,Low,Female,30.0,2.0,4.0,3,4,3,3
8.45,7.3,4.3,2.9,2.95,Low,Male,29.0,3.0,3.0,2,5,2,2
4.95,5.5,4.3,4.1,3.32,High,Male,28.0,2.0,2.0,1,1,5,4
3.6,8.9,0.8,9.0,2.66,Low,Male,19.0,1.0,3.0,2,5,2,3
5.65,7.1,0.2,7.0,3.17,Moderate,Male,34.0,3.0,1.0,3,4,4,4
3.6,7.4,2.3,5.0,3.13,Moderate,Female,19.0,2.0,1.0,2,1,2,4
4.7,6.7,2.6,1.7,2.81,High,Female,20.0,5.0,4.0,2,2,1,2
8.2,5.7,3.5,4.6,3.07,High,Male,29.0,3.0,3.0,2,3,2,5
3.2,7.0,6.0,3.5,2.98,Moderate,Female,25.0,1.0,3.0,1,1,5,2
8.7,7.2,3.1,7.7,2.68,Low,Female,26.0,3.0,1.0,2,2,3,4
6.65,5.4,1.8,9.2,3.1,High,Male,24.0,5.0,5.0,1,3,4,4
10.25,9.1,5.1,0.3,3.05,High,Male,29.0,1.0,4.0,5,2,2,4
6.25,9.8,3.2,4.9,3.2,Low,Male,20.0,1.0,1.0,5,3,2,2
9.35,6.4,2.6,2.3,3.21,High,Male,27.0,4.0,3.0,1,2,2,3
4.85,5.8,5.9,3.0,3.15,High,Female,34.0,5.0,3.0,2,5,3,4
7.5,7.7,4.2,3.2,3.44,Moderate,Female,28.0,1.0,2.0,3,3,4,2
8.8,8.1,1.6,2.7,3.02,Moderate,Female,27.0,1.0,5.0,5,1,2,5
9.45,7.2,4.7,3.8,3.14,Moderate,Male,26.0,3.0,3.0,3,3,5,1
4.2,7.9,1.9,3.6,2.99,Moderate,Female,25.0,5.0,4.0,2,2,5,1
6.05,6.3,0.1,9.5,3.05,Moderate,Male,29.0,1.0,4.0,2,3,4,2
7.6,7.2,5.8,0.8,3.45,High,Female,23.0,2.0,4.0,1,3,2,1
7.85,9.3,3.5,3.2,2.9,Low,Male,19.0,4.0,4.0,2,3,1,3
7.3,5.5,2.7,5.7,3.49,High,Male,28.0,4.0,5.0,2,1,1,1
8.1,9.8,1.0,3.1,2.87,Moderate,Male,23.0,5.0,1.0,5,1,1,3
8.85,9.8,1.7,2.2,3.06,Moderate,Male,24.0,5.0,3.0,1,1,3,2
4.7,8.7,0.3,5.5,2.86,High,Male,34.0,1.0,3.0,2,2,2,2
3.6,6.8,1.9,8.6,2.38,Low,Male,28.0,2.0,4.0,4,2,2,5
6.5,9.9,2.5,4.4,2.88,Moderate,Male,30.0,2.0,3.0,4,4,1,4
7.6,9.9,1.1,3.5,3.31,Moderate,Female,31.0,3.0,3.0,2,4,4,2
6.0,8.4,0.4,6.8,3.39,Moderate,Male,20.0,3.0,2.0,3,2,3,5
8.0,6.1,5.0,1.9,2.9,Moderate,Female,30.0,5.0,3.0,1,1,4,1
3.35,5.4,1.2,7.9,2.81,High,Male,21.0,2.0,2.0,1,1,4,4
8.85,7.7,0.8,6.3,2.81,Moderate,Female,34.0,2.0,4.0,3,1,5,3
7.05,8.5,1.3,6.5,2.76,Moderate,Male,31.0,2.0,3.0,4,2,2,1
8.4,9.9,5.4,0.3,2.89,Moderate,Male,25.0,5.0,4.0,2,2,1,5
5.15,6.3,3.0,8.1,2.94,Low,Female,20.0,4.0,5.0,1,1,3,3
9.45,9.2,0.9,1.6,3.11,High,Male,19.0,3.0,5.0,2,3,3,3
6.65,5.0,2.5,8.4,3.02,High,Male,34.0,1.0,3.0,2,1,4,3
8.3,8.8,1.8,4.0,2.87,Moderate,Female,32.0,4.0,5.0,2,1,3,5
7.1,8.5,5.3,0.1,3.26,Moderate,Female,23.0,4.0,5.0,2,2,2,3
3.05,8.0,5.5,1.8,3.01,Moderate,Male,20.0,3.0,3.0,2,2,2,2
8.9,7.4,2.0,5.7,3.04,Moderate,Male,32.0,1.0,3.0,4,4,4,2
8.95,7.8,3.0,1.7,3.05,Moderate,Female,22.0,2.0,1.0,1,4,4,3
6.6,6.6,1.1,8.1,2.94,Moderate,Male,20.0,2.0,3.0,2,3,1,1
8.75,6.3,2.8,6.1,3.21,Moderate,Male,28.0,1.0,2.0,2,2,4,4
4.75,9.0,4.6,1.8,2.97,Low,Female,18.0,4.0,2.0,3,3,2,3
5.3,9.2,3.5,3.1,2.72,Low,Female,18.0,2.0,4.0,1,2,4,2
4.8,8.2,0.5,7.6,3.56,Moderate,Male,34.0,3.0,3.0,2,4,3,1
8.6,7.7,0.8,7.1,3.28,Moderate,Male,24.0,1.0,1.0,1,1,3,4
6.9,5.7,5.3,6.8,3.0,High,Male,20.0,5.0,5.0,3,2,5,1
8.3,5.5,3.9,5.1,3.17,High,Male,28.0,4.0,4.0,2,2,3,1
9.55,5.6,0.3,9.7,3.25,High,Female,20.0,3.0,1.0,2,2,1,1
6.15,6.3,2.3,8.6,2.97,Moderate,Female,29.0,3.0,5.0,2,1,2,4
4.6,5.6,4.4,2.0,3.5,High,Male,30.0,2.0,3.0,3,2,2,4
8.2,6.7,6.0,2.3,2.78,Moderate,Male,21.0,1.0,2.0,2,4,5,2
7.85,8.5,4.1,1.6,3.26,High,Female,20.0,2.0,1.0,3,4,5,2
7.1,9.9,0.1,0.9,3.48,High,Female,26.0,5.0,2.0,1,5,4,2
9.1,8.3,5.9,1.1,3.44,High,Male,30.0,4.0,1.0,1,2,5,1
10.8,5.2,2.2,5.2,3.55,High,Male,24.0,2.0,1.0,3,2,3,2
9.65,7.1,2.8,6.6,3.27,Moderate,Male,21.0,3.0,1.0,3,1,4,3
5.3,6.6,2.7,2.5,3.37,High,Female,24.0,3.0,4.0,1,2,2,5
6.9,8.3,4.3,1.9,2.58,Moderate,Male,29.0,4.0,1.0,3,3,1,2
6.15,5.6,3.9,6.9,2.97,High,Female,19.0,4.0,1.0,3,2,2,1
8.65,7.2,1.8,2.1,3.3,High,Female,34.0,1.0,4.0,3,2,3,5
5.7,9.1,1.5,5.3,3.04,Low,Male,18.0,4.0,5.0,2,1,4,2
8.2,7.8,1.1,4.7,3.36,High,Male,25.0,3.0,5.0,2,3,3,1
4.75,9.1,4.4,1.4,2.44,Low,Male,34.0,2.0,2.0,3,4,4,4
8.85,8.8,3.5,3.6,3.0,Moderate,Female,24.0,3.0,3.0,2,3,2,5
4.45,5.9,0.3,11.1,3.11,High,Female,42.0,1.0,5.0,3,2,2,1
7.55,7.9,4.9,5.9,2.82,Low,Male,32.0,4.0,3.0,4,4,1,4
7.3,8.0,1.6,6.4,3.23,Moderate,Female,25.0,3.0,1.0,2,2,2,2
9.35,6.0,2.1,4.5,3.67,High,Male,23.0,1.0,1.0,3,3,3,4
6.3,8.4,5.2,4.3,2.86,Low,Male,32.0,4.0,4.0,5,1,3,4
3.95,9.1,3.5,5.1,2.96,Low,Male,23.0,3.0,1.0,2,2,2,3
8.05,8.5,3.6,0.7,3.12,High,Male,21.0,2.0,2.0,3,1,5,3
6.6,9.8,0.2,4.5,3.38,High,Female,32.0,2.0,2.0,2,1,1,4
5.95,8.6,1.1,5.7,3.18,Moderate,Male,34.0,1.0,3.0,3,2,2,1
10.8,5.7,4.6,3.3,3.12,High,Male,27.0,3.0,2.0,1,5,1,2
9.75,5.7,3.9,3.3,3.01,High,Female,28.0,5.0,2.0,3,2,2,4
5.2,8.8,1.4,3.0,3.17,High,Female,24.0,2.0,1.0,2,4,4,1
8.6,9.9,1.5,3.8,2.89,Moderate,Male,21.0,5.0,5.0,2,2,4,3
5.4,9.6,1.5,4.1,2.9,Moderate,Male,30.0,5.0,2.0,2,3,3,4
7.75,8.3,5.3,0.5,3.56,High,Male,25.0,1.0,2.0,2,2,2,1
10.2,5.9,1.8,6.7,3.25,High,Male,27.0,4.0,1.0,5,3,3,3
4.75,5.5,2.5,9.9,2.74,High,Female,32.0,4.0,1.0,2,2,2,2
6.35,6.0,0.6,9.1,2.92,Low,Male,19.0,3.0,3.0,5,3,4,3
3.4,9.1,1.9,3.5,2.97,Low,Male,26.0,1.0,3.0,4,1,1,2
10.2,8.1,1.3,3.5,3.68,High,Male,21.0,5.0,5.0,4,1,1,1
8.1,9.5,3.4,4.1,2.88,Low,Male,29.0,3.0,5.0,2,3,5,1
7.7,9.9,1.2,0.6,3.08,High,Male,18.0,2.0,3.0,3,3,3,3
3.1,5.5,4.7,4.4,2.89,High,Female,22.0,4.0,4.0,3,1,3,5
9.1,7.2,1.9,5.0,3.38,High,Female,19.0,3.0,1.0,1,1,3,2
7.9,9.7,0.3,1.5,3.39,High,Female,22.0,5.0,2.0,2,2,5,4
9.15,6.3,5.5,5.6,3.06,Moderate,Female,20.0,1.0,2.0,1,1,3,1
10.1,6.3,4.3,2.3,3.21,High,Male,30.0,3.0,3.0,3,2,3,2
4.55,9.1,1.4,4.8,3.15,High,Male,30.0,2.0,3.0,1,4,3,2
5.65,8.0,0.6,5.5,3.4,High,Male,29.0,1.0,4.0,1,1,5,1
9.0,6.3,4.0,2.9,3.39,High,Male,27.0,2.0,2.0,3,4,1,3
10.9,7.5,2.4,0.6,3.35,High,Male,33.0,5.0,3.0,1,3,3,1
6.2,6.9,0.5,6.9,2.9,Moderate,Male,20.0,1.0,4.0,3,3,3,1
3.85,8.1,2.2,3.1,2.89,Moderate,Male,29.0,5.0,2.0,2,5,4,4
8.7,5.6,3.5,9.3,2.98,High,Female,26.0,1.0,5.0,1,1,3,1
8.8,9.2,1.4,1.8,3.64,High,Male,28.0,5.0,3.0,5,5,1,5
6.95,8.2,0.4,8.1,3.07,Low,Female,28.0,3.0,3.0,5,2,2,4
7.4,10.0,2.4,2.7,2.96,Moderate,Male,33.0,5.0,4.0,1,1,5,1
8.5,9.4,1.3,1.9,3.61,High,Male,25.0,5.0,1.0,3,3,5,2
9.0,7.1,0.9,5.5,3.13,Moderate,Female,26.0,4.0,5.0,2,2,2,3
8.55,6.6,3.0,5.4,3.01,Moderate,Male,18.0,2.0,1.0,3,2,3,1
8.4,9.3,4.4,0.7,3.16,Low,Male,33.0,5.0,3.0,2,2,3,2
3.85,5.1,3.5,9.7,2.75,High,Female,30.0,4.0,2.0,2,3,3,1
6.65,5.0,2.5,7.1,3.0,High,Female,23.0,2.0,3.0,3,3,1,1
9.85,9.1,3.1,2.2,3.65,High,Male,22.0,3.0,4.0,1,1,4,2
9.05,8.1,5.0,3.9,2.61,Moderate,Female,29.0,1.0,2.0,3,3,4,3
7.15,7.2,2.3,2.5,3.29,High,Female,19.0,1.0,5.0,1,1,2,1
3.5,6.8,6.0,2.7,2.5,Moderate,Male,26.0,4.0,1.0,3,1,5,2
4.4,9.0,1.6,1.9,2.6,Moderate,Male,25.0,4.0,4.0,4,3,1,3
5.3,7.5,1.1,4.5,2.97,High,Male,21.0,2.0,2.0,2,4,4,2
9.8,9.8,1.8,1.5,3.39,High,Male,21.0,3.0,4.0,4,2,4,1
9.1,5.6,2.3,5.7,3.28,High,Female,33.0,4.0,1.0,3,2,5,5
4.6,6.1,1.0,6.6,2.92,Moderate,Female,20.0,5.0,4.0,1,3,5,3
6.5,8.6,2.0,2.7,2.88,Moderate,Male,31.0,4.0,5.0,4,5,3,1
9.95,6.4,2.9,2.1,3.49,High,Male,24.0,5.0,1.0,1,1,3,1
5.25,5.9,3.9,4.8,2.99,High,Female,31.0,1.0,4.0,4,4,1,2
9.45,8.1,3.8,0.5,3.14,High,Female,34.0,3.0,2.0,1,1,3,2
7.7,6.2,5.9,5.2,3.1,Low,Male,20.0,2.0,3.0,2,1,3,5
6.7,6.2,1.7,6.9,3.12,High,Male,24.0,4.0,5.0,5,3,4,4
8.05,5.1,5.3,5.6,3.05,High,Male,21.0,2.0,1.0,4,3,3,3
5.35,8.4,5.0,3.9,3.05,Moderate,Female,31.0,5.0,1.0,2,2,2,1
7.85,9.0,3.7,5.0,2.88,Low,Male,24.0,5.0,5.0,4,2,3,1
4.75,8.8,4.9,2.3,2.88,Moderate,Male,28.0,5.0,2.0,1,1,3,2
6.0,7.0,4.6,1.6,3.24,Moderate,Male,27.0,5.0,2.0,2,3,5,2
10.25,9.7,3.7,0.8,3.42,High,Female,21.0,5.0,1.0,3,5,2,5
7.5,9.0,4.4,0.8,3.37,High,Male,21.0,3.0,2.0,1,2,3,3
7.6,7.7,3.5,7.0,2.77,Low,Male,24.0,2.0,1.0,1,3,1,2
5.1,9.8,0.3,5.6,3.37,High,Female,19.0,3.0,4.0,2,2,5,5
8.65,5.1,3.3,4.0,3.27,High,Female,20.0,3.0,3.0,2,3,5,5
7.15,5.4,4.1,5.2,3.41,High,Male,28.0,1.0,5.0,3,3,2,1
8.7,8.2,1.0,6.8,3.11,Moderate,Male,28.0,5.0,2.0,2,4,2,1
7.7,5.8,5.8,0.5,3.25,High,Male,23.0,1.0,4.0,2,2,2,3
10.05,9.0,4.8,1.1,3.22,High,Male,21.0,3.0,1.0,3,1,1,3
4.95,7.3,3.6,1.2,3.51,High,Male,24.0,5.0,2.0,2,3,5,4
3.85,7.1,5.1,3.7,2.94,Moderate,Male,33.0,4.0,3.0,1,1,4,5
9.65,5.5,1.6,7.2,3.29,High,Female,33.0,5.0,5.0,3,3,2,5
7.05,8.9,1.3,4.3,3.27,High,Male,32.0,3.0,5.0,5,4,2,2
8.1,8.6,5.2,1.1,3.03,High,Male,24.0,2.0,2.0,2,3,1,2
7.05,8.5,4.6,3.2,3.11,Moderate,Male,29.0,2.0,2.0,3,2,3,5
2.75,9.1,5.6,1.8,2.95,Low,Male,20.0,5.0,3.0,2,3,1,2
8.35,9.2,2.7,2.8,3.16,Moderate,Female,29.0,1.0,4.0,2,3,2,4
9.7,9.2,4.5,0.9,2.77,Moderate,Female,27.0,5.0,4.0,3,3,1,2
9.75,6.2,4.8,3.2,2.93,Moderate,Female,18.0,1.0,2.0,2,3,3,4
9.2,5.5,1.4,8.4,3.09,High,Female,26.0,1.0,2.0,3,2,3,5
7.9,6.5,0.2,9.7,2.92,Low,Female,20.0,5.0,3.0,1,2,5,5
4.8,7.8,2.1,5.3,3.09,Moderate,Female,34.0,4.0,2.0,2,3,2,4
8.95,6.2,2.7,7.2,3.02,Moderate,Male,33.0,1.0,1.0,2,2,4,4
7.9,8.5,0.1,5.8,3.61,High,Male,18.0,5.0,5.0,5,5,1,5
8.85,6.0,4.5,4.5,2.92,Moderate,Male,27.0,5.0,1.0,5,3,3,5
8.15,6.0,5.2,4.1,3.06,Low,Female,29.0,5.0,1.0,2,1,5,1
6.3,5.6,1.1,7.1,2.82,High,Female,20.0,5.0,3.0,1,2,2,1
7.25,6.0,5.7,4.5,3.11,Moderate,Female,21.0,5.0,5.0,3,2,2,4
10.8,6.3,4.1,1.8,3.49,High,Female,25.0,5.0,4.0,1,4,5,1
10.15,6.3,3.6,1.8,3.36,High,Female,34.0,2.0,2.0,2,3,1,4
5.75,5.8,1.7,7.8,3.25,High,Female,22.0,2.0,4.0,5,3,3,3
3.95,7.7,0.5,5.9,3.17,Moderate,Male,24.0,5.0,1.0,2,1,4,3
6.1,7.3,1.9,3.4,3.2,High,Male,29.0,2.0,5.0,3,2,4,3
2.75,8.9,1.0,5.1,2.3,Low,Female,22.0,1.0,3.0,2,2,3,1
6.55,7.9,2.3,1.9,3.72,High,Male,29.0,3.0,1.0,2,3,3,4
7.15,5.9,0.2,12.3,2.97,High,Male,32.0,2.0,2.0,2,5,5,2
7.85,5.8,1.8,7.4,3.04,High,Female,27.0,4.0,2.0,4,2,3,3
6.6,6.3,2.9,7.1,2.97,Moderate,Female,22.0,1.0,2.0,4,3,1,3
7.15,5.3,3.8,9.0,2.79,High,Female,23.0,5.0,2.0,2,3,3,2
7.65,7.6,3.2,4.6,2.55,Low,Male,30.0,5.0,3.0,1,5,4,1
8.5,8.0,1.3,7.4,2.95,Moderate,Female,24.0,3.0,3.0,3,2,3,1
7.3,5.1,4.8,4.6,2.7,High,Male,33.0,3.0,4.0,2,3,2,1
8.35,8.5,3.9,5.3,3.05,Low,Male,29.0,5.0,3.0,1,3,2,3
6.45,8.5,0.5,2.4,3.46,High,Female,23.0,5.0,2.0,2,2,2,3
9.0,8.5,2.4,6.8,2.81,Moderate,Male,29.0,4.0,3.0,4,5,5,1
7.8,5.5,5.7,0.6,3.28,High,Male,20.0,2.0,1.0,1,1,2,3
9.0,7.5,0.7,8.6,2.81,Moderate,Female,33.0,5.0,3.0,1,4,3,2
7.0,8.9,4.8,1.9,2.97,Moderate,Female,28.0,4.0,4.0,2,1,4,4
7.95,9.0,4.2,3.3,2.83,Moderate,Female,23.0,3.0,2.0,3,2,1,3
8.0,5.5,3.8,7.2,2.8,High,Male,28.0,4.0,5.0,1,3,2,3
7.95,7.8,0.8,3.9,3.45,Moderate,Male,29.0,3.0,5.0,3,1,4,4
5.45,8.2,3.6,1.9,3.37,Moderate,Male,20.0,4.0,4.0,5,3,1,4
9.4,5.8,4.8,2.2,3.38,High,Female,22.0,2.0,5.0,2,2,1,2
4.8,7.3,1.0,6.8,3.51,High,Male,27.0,4.0,4.0,3,3,2,3
9.05,9.2,0.9,3.1,2.78,High,Male,27.0,5.0,3.0,4,4,5,2
8.3,5.8,5.8,3.4,2.84,High,Male,24.0,5.0,2.0,5,5,1,1
9.95,6.5,3.8,3.4,3.73,High,Male,20.0,3.0,1.0,2,4,2,2
7.9,5.3,3.3,4.9,3.37,High,Male,32.0,3.0,2.0,1,2,2,1
6.15,9.2,1.2,5.8,3.15,Moderate,Female,33.0,2.0,1.0,1,2,3,3
6.55,8.8,2.7,1.1,3.43,High,Female,21.0,5.0,1.0,3,2,3,4
10.15,9.8,1.4,1.8,3.12,High,Female,18.0,4.0,5.0,4,2,4,1
6.35,9.8,1.9,5.0,2.72,Low,Female,29.0,2.0,1.0,2,2,3,3
8.8,8.9,2.3,3.0,3.24,High,Male,26.0,1.0,1.0,3,5,1,3
9.2,6.9,2.7,3.9,2.82,Moderate,Male,33.0,2.0,1.0,1,1,3,3
8.8,6.8,3.1,3.3,2.87,Moderate,Female,24.0,3.0,5.0,3,1,2,3
9.7,6.4,5.6,2.5,3.37,High,Male,25.0,3.0,1.0,2,1,4,3
